ledger_entry_id,invoice_id,vendor_id,vendor_name,posting_date,transaction_type,amount,currency,reference,gl_account,cost_center,description,status
LED-0001721,,V0044,Evergreen Systems Incorporated,2026-02-16,ACCRUAL,4573.25,USD,JRN-001721,6990-ADJUSTMENTS,IT,Month-end accrual,POSTED
LED-0000188,INV-2026-000223,V0007,Quantum Technologies Incorporated,2026-02-17,PAYMENT,16869.79,USD,INV-2026-000223,2000-AP,IT,Payment against INV-2026-000223,POSTED
LED-0000884,INV-2026-001037,V0049,Seacrest Consulting Incorporated,2026-02-17,PAYMENT,16578.35,USD,INV-2026-001037,2010-AP-TRADE,MKT,Payment against INV-2026-001037,POSTED
LED-0000983,INV-2026-001144,V0006,Crescent Industries Limited,2026-02-17,PAYMENT,18876.96,USD,INV-2026-001144,2020-AP-SERVICES,HR,Payment against INV-2026-001144,POSTED
LED-0001372,INV-2026-001604,V0062,Vertex Packaging Incorporated,2026-02-17,PAYMENT,963.67,USD,INV-2026-001604,2010-AP-TRADE,MKT,Payment against INV-2026-001604,POSTED
LED-0001788,,V0085,Royal Holdings Limited,2026-02-17,REVERSAL,4369.56,USD,JRN-001788,6100-SERVICES,PROC,Reversal entry,POSTED
LED-0000137,INV-2026-000159,V0089,Pioneer Supplies Limited,2026-02-18,PAYMENT,9220.82,USD,INV-2026-000159,2010-AP-TRADE,LOG,Payment against INV-2026-000159,POSTED
LED-0000353,INV-2026-000414,V0058,Harbor Logistics Limited,2026-02-18,PAYMENT,1326347.75,LKR,INV-2026-000414,2010-AP-TRADE,MKT,Payment against INV-2026-000414,POSTED
LED-0000605,INV-2026-000719,V0087,Orbit Trading Limited,2026-02-18,PAYMENT,2041.27,USD,INV-2026-000719,2020-AP-SERVICES,IT,Payment against INV-2026-000719,POSTED
LED-0000786,INV-2026-000925,V0041,Metro Foods Limited,2026-02-18,PAYMENT,20231.22,USD,INV-2026-000925,2020-AP-SERVICES,LOG,Payment against INV-2026-000925,POSTED
LED-0001713,,V0046,Metro Holdings Incorporated,2026-02-18,ACCRUAL,2258.32,GBP,JRN-001713,2000-AP,MKT,Manual adjustment,POSTED
LED-0000082,INV-2026-000098,V0016,Zenith Holdings Incorporated,2026-02-19,PAYMENT,8681.42,GBP,INV-2026-000098,2000-AP,PROC,Payment against INV-2026-000098,POSTED
LED-0000283,INV-2026-000334,V0047,Insight Technologies Incorporated,2026-02-19,PAYMENT,20729.98,GBP,INV-2026-000334,2000-AP,OPS,Payment against INV-2026-000334,POSTED
LED-0000369,INV-2026-000431,V0088,Unity Technologies Limited,2026-02-19,PAYMENT,14733.38,USD,INV-2026-000431,2010-AP-TRADE,HR,Payment against INV-2026-000431,POSTED
LED-0000679,INV-2026-000806,V0065,Pioneer Industries Incorporated,2026-02-19,PAYMENT,13903.57,USD,INV-2026-000806,2010-AP-TRADE,PROC,Payment against INV-2026-000806,POSTED
LED-0001098,INV-2026-001278,V0046,Metro Holdings Incorporated,2026-02-19,PAYMENT,1847.55,USD,INV-2026-001278,2000-AP,LOG,Payment against INV-2026-001278,POSTED
LED-0001175,INV-2026-001374,V0021,Vertex Supplies Corporation,2026-02-19,PAYMENT,11236.02,GBP,INV-2026-001374,2010-AP-TRADE,IT,Payment against INV-2026-001374,POSTED
LED-0001428,INV-2026-001671,V0038,Insight Services Limited,2026-02-19,PAYMENT,17281.2,EUR,INV-2026-001671,2010-AP-TRADE,HR,Payment against INV-2026-001671,POSTED
LED-0001691,INV-2026-001987,V0021,Vertex Supplies Corporation,2026-02-19,PAYMENT,678491.24,LKR,INV-2026-001987,2000-AP,MKT,Payment against INV-2026-001987,POSTED
LED-0001764,,V0068,Harbor Supplies Limited,2026-02-19,REVERSAL,3175.56,GBP,JRN-001764,2000-AP,PROC,Month-end accrual,POSTED
LED-0000027,INV-2026-000034,V0021,Vertex Supplies Corporation,2026-02-20,PAYMENT,15207.17,USD,INV-2026-000034,2000-AP,FIN,Payment against INV-2026-000034,POSTED
LED-0000290,INV-2026-000343,V0014,Delta Foods Corporation,2026-02-20,PAYMENT,17772.07,USD,INV-2026-000343,2010-AP-TRADE,IT,Payment against INV-2026-000343,POSTED
LED-0000551,INV-2026-000652,V0062,Vertex Packaging Incorporated,2026-02-20,PAYMENT,15830.76,GBP,INV-2026-000652,2010-AP-TRADE,IT,Payment against INV-2026-000652,POSTED
LED-0000792,INV-2026-000931,V0006,Crescent Industries Limited,2026-02-20,PAYMENT,13501.35,USD,INV-2026-000931,2000-AP,LOG,Payment against INV-2026-000931,POSTED
LED-0000906,INV-2026-001061,V0032,Keystone Logistics Limited,2026-02-20,PAYMENT,12609.04,USD,INV-2026-001061,2020-AP-SERVICES,OPS,Payment against INV-2026-001061,POSTED
LED-0001100,INV-2026-001281,V0043,Silverline Logistics Limited,2026-02-20,PAYMENT,1804.91,USD,INV-2026-001281,2000-AP,IT,Payment against INV-2026-001281,POSTED
LED-0001132,INV-2026-001318,V0065,Pioneer Industries Incorporated,2026-02-20,PAYMENT,9744.99,GBP,INV-2026-001318,2020-AP-SERVICES,FIN,Payment against INV-2026-001318,POSTED
LED-0001382,INV-2026-001616,V0048,Zenith Trading Incorporated,2026-02-20,PAYMENT,617218.88,LKR,INV-2026-001616,2000-AP,PROC,Payment against INV-2026-001616,POSTED
LED-0001406,INV-2026-001646,V0001,Unity Trading Limited,2026-02-20,PAYMENT,6156.69,USD,INV-2026-001646,2020-AP-SERVICES,PROC,Payment against INV-2026-001646,POSTED
LED-0001417,INV-2026-001660,V0014,Delta Foods Corporation,2026-02-20,PAYMENT,10364.55,GBP,INV-2026-001660,2000-AP,LOG,Payment against INV-2026-001660,POSTED
LED-0000053,INV-2026-000064,V0085,Royal Holdings Limited,2026-02-21,PAYMENT,14006.79,GBP,INV-2026-000064,2000-AP,LOG,Payment against INV-2026-000064,POSTED
LED-0000244,INV-2026-000288,V0083,Metro Engineering Limited,2026-02-21,PAYMENT,13015.96,EUR,INV-2026-000288,2000-AP,OPS,Payment against INV-2026-000288,POSTED
LED-0000629,INV-2026-000751,V0015,Titan Consulting Limited,2026-02-21,PAYMENT,8310.05,USD,INV-2026-000751,2000-AP,MKT,Payment against INV-2026-000751,POSTED
LED-0000916,INV-2026-001072,V0025,Lanka Foods Limited,2026-02-21,PAYMENT,11601.77,GBP,INV-2026-001072,2010-AP-TRADE,MKT,Payment against INV-2026-001072,POSTED
LED-0000999,INV-2026-001163,V0023,Metro Consulting Corporation,2026-02-21,PAYMENT,5565.24,USD,INV-2026-001163,2020-AP-SERVICES,MKT,Payment against INV-2026-001163,POSTED
LED-0001135,INV-2026-001322,V0013,Delta Solutions Corporation,2026-02-21,PAYMENT,1034923.99,LKR,INV-2026-001322,2010-AP-TRADE,FIN,Payment against INV-2026-001322,POSTED
LED-0001145,INV-2026-001336,V0029,Zenith Supplies Limited,2026-02-21,PAYMENT,11016.38,USD,INV-2026-001336,2000-AP,PROC,Payment against INV-2026-001336,POSTED
LED-0001146,INV-2026-001337,V0087,Orbit Trading Limited,2026-02-21,PAYMENT,10307.95,USD,INV-2026-001337,2010-AP-TRADE,MKT,Payment against INV-2026-001337,POSTED
LED-0001396,INV-2026-001631,V0058,Harbor Logistics Limited,2026-02-21,PAYMENT,12298.66,GBP,INV-2026-001631,2000-AP,IT,Payment against INV-2026-001631,POSTED
LED-0001404,INV-2026-001643,V0026,Vertex Consulting Incorporated,2026-02-21,PAYMENT,14398.9,USD,INV-2026-001643,2000-AP,MKT,Payment against INV-2026-001643,POSTED
LED-0001534,INV-2026-001799,V0029,Zenith Supplies Limited,2026-02-21,PAYMENT,6360.77,USD,INV-2026-001799,2000-AP,PROC,Payment against INV-2026-001799,POSTED
LED-0001572,INV-2026-001844,V0011,Nova Engineering Corporation,2026-02-21,PAYMENT,10467.82,EUR,INV-2026-001844,2000-AP,HR,Payment against INV-2026-001844,POSTED
LED-0001613,INV-2026-001893,V0015,Titan Consulting Limited,2026-02-21,PAYMENT,16987.38,USD,INV-2026-001893,2000-AP,HR,Payment against INV-2026-001893,POSTED
LED-0001618,INV-2026-001898,V0070,Royal Supplies Incorporated,2026-02-21,PAYMENT,3664.37,USD,INV-2026-001898,2000-AP,IT,Payment against INV-2026-001898,POSTED
LED-0000051,INV-2026-000062,V0038,Insight Services Limited,2026-02-22,PAYMENT,331.57,USD,INV-2026-000062,2010-AP-TRADE,PROC,Payment against INV-2026-000062,POSTED
LED-0000293,INV-2026-000347,V0055,Lanka Systems Incorporated,2026-02-22,PAYMENT,1532363.44,LKR,INV-2026-000347,2000-AP,IT,Payment against INV-2026-000347,POSTED
LED-0000325,INV-2026-000384,V0063,Fusion Consulting Incorporated,2026-02-22,PAYMENT,9616.4,EUR,INV-2026-000384,2000-AP,HR,Payment against INV-2026-000384,POSTED
LED-0000386,INV-2026-000452,V0071,Harbor Technologies Limited,2026-02-22,PAYMENT,1459.17,GBP,INV-2026-000452,2020-AP-SERVICES,HR,Payment against INV-2026-000452,POSTED
LED-0000532,INV-2026-000629,V0017,Delta Pharma Limited,2026-02-22,PAYMENT,1235.37,GBP,INV-2026-000629,2010-AP-TRADE,HR,Payment against INV-2026-000629,POSTED
LED-0000971,INV-2026-001132,V0008,Global Textiles Limited,2026-02-22,PAYMENT,15526.26,GBP,INV-2026-001132,2000-AP,OPS,Payment against INV-2026-001132,POSTED
LED-0001156,INV-2026-001350,V0003,Harbor Services Incorporated,2026-02-22,PAYMENT,16885.82,USD,INV-2026-001350,2010-AP-TRADE,IT,Payment against INV-2026-001350,POSTED
LED-0000995,INV-2026-001158,V0086,Orbit Supplies Limited,2026-02-23,PAYMENT,10848.59,USD,INV-2026-001158,2020-AP-SERVICES,IT,Payment against INV-2026-001158,POSTED
LED-0001028,INV-2026-001195,V0026,Vertex Consulting Incorporated,2026-02-23,PAYMENT,11970.46,GBP,INV-2026-001195,2010-AP-TRADE,HR,Payment against INV-2026-001195,POSTED
LED-0001206,INV-2026-001413,V0040,Summit Textiles Incorporated,2026-02-23,PAYMENT,18889.54,USD,INV-2026-001413,2020-AP-SERVICES,FIN,Payment against INV-2026-001413,POSTED
LED-0001230,INV-2026-001442,V0045,Nova Solutions Corporation,2026-02-23,PAYMENT,21275.12,GBP,INV-2026-001442,2020-AP-SERVICES,MKT,Payment against INV-2026-001442,POSTED
LED-0001449,INV-2026-001698,V0088,Unity Technologies Limited,2026-02-23,PAYMENT,405.16,USD,INV-2026-001698,2000-AP,MKT,Payment against INV-2026-001698,POSTED
LED-0001646,INV-2026-001933,V0065,Pioneer Industries Incorporated,2026-02-23,PAYMENT,9819.02,USD,INV-2026-001933,2010-AP-TRADE,IT,Payment against INV-2026-001933,POSTED
LED-0001658,INV-2026-001945,V0024,Unity Foods Limited,2026-02-23,PAYMENT,11708.03,USD,INV-2026-001945,2000-AP,PROC,Payment against INV-2026-001945,POSTED
LED-0001686,INV-2026-001980,V0058,Harbor Logistics Limited,2026-02-23,PAYMENT,1625028.39,LKR,INV-2026-001980,2020-AP-SERVICES,PROC,Payment against INV-2026-001980,POSTED
LED-0000024,INV-2026-000031,V0039,Zenith Consulting Incorporated,2026-02-24,PAYMENT,12335.94,USD,INV-2026-000031,2000-AP,HR,Payment against INV-2026-000031,POSTED
LED-0000132,INV-2026-000154,V0037,Seacrest Holdings Limited,2026-02-24,PAYMENT,14656.68,USD,INV-2026-000154,2020-AP-SERVICES,PROC,Payment against INV-2026-000154,POSTED
LED-0000267,INV-2026-000315,V0014,Delta Foods Corporation,2026-02-24,PAYMENT,9781.98,USD,INV-2026-000315,2000-AP,LOG,Payment against INV-2026-000315,POSTED
LED-0000274,INV-2026-000325,V0008,Global Textiles Limited,2026-02-24,PAYMENT,2848.25,USD,INV-2026-000325,2000-AP,MKT,Payment against INV-2026-000325,POSTED
LED-0000701,INV-2026-000829,V0064,Redwood Textiles Limited,2026-02-24,PAYMENT,6810.38,USD,INV-2026-000829,2000-AP,OPS,Payment against INV-2026-000829,POSTED
LED-0000973,INV-2026-001134,V0019,Titan Foods Incorporated,2026-02-24,PAYMENT,404.86,USD,INV-2026-001134,2000-AP,HR,Payment against INV-2026-001134,POSTED
LED-0001351,INV-2026-001582,V0045,Nova Solutions Corporation,2026-02-24,PAYMENT,7558.47,EUR,INV-2026-001582,2020-AP-SERVICES,LOG,Payment against INV-2026-001582,POSTED
LED-0001563,INV-2026-001834,V0047,Insight Technologies Incorporated,2026-02-24,PAYMENT,23550.39,USD,INV-2026-001834,2000-AP,FIN,Payment against INV-2026-001834,POSTED
LED-0001581,INV-2026-001853,V0007,Quantum Technologies Incorporated,2026-02-24,PAYMENT,21833.67,USD,INV-2026-001853,2000-AP,HR,Payment against INV-2026-001853,POSTED
LED-0000229,INV-2026-000271,V0070,Royal Supplies Incorporated,2026-02-25,PAYMENT,4911.08,EUR,INV-2026-000271,2010-AP-TRADE,MKT,Payment against INV-2026-000271,POSTED
LED-0000317,INV-2026-000375,V0018,Royal Networks Incorporated,2026-02-25,PAYMENT,5805.13,USD,INV-2026-000375,2000-AP,PROC,Payment against INV-2026-000375,POSTED
LED-0000378,INV-2026-000442,V0088,Unity Technologies Limited,2026-02-25,PAYMENT,14371.34,USD,INV-2026-000442,2000-AP,IT,Payment against INV-2026-000442,POSTED
LED-0000415,INV-2026-000490,V0021,Vertex Supplies Corporation,2026-02-25,PAYMENT,960380.21,LKR,INV-2026-000490,2010-AP-TRADE,LOG,Payment against INV-2026-000490,POSTED
LED-0000485,INV-2026-000578,V0069,Keystone Technologies Incorporated,2026-02-25,PAYMENT,11080.23,USD,INV-2026-000578,2000-AP,FIN,Payment against INV-2026-000578,POSTED
LED-0000517,INV-2026-000612,V0016,Zenith Holdings Incorporated,2026-02-25,PAYMENT,18831.67,GBP,INV-2026-000612,2020-AP-SERVICES,HR,Payment against INV-2026-000612,POSTED
LED-0000552,INV-2026-000653,V0079,Global Trading Limited,2026-02-25,PAYMENT,14935.94,USD,INV-2026-000653,2000-AP,PROC,Payment against INV-2026-000653,POSTED
LED-0000783,INV-2026-000922,V0013,Delta Solutions Corporation,2026-02-25,PAYMENT,18611.85,USD,INV-2026-000922,2020-AP-SERVICES,FIN,Payment against INV-2026-000922,POSTED
LED-0000794,INV-2026-000933,V0085,Royal Holdings Limited,2026-02-25,PAYMENT,11731.5,USD,INV-2026-000933,2020-AP-SERVICES,OPS,Payment against INV-2026-000933,POSTED
LED-0001053,INV-2026-001222,V0071,Harbor Technologies Limited,2026-02-25,PAYMENT,4769.46,USD,INV-2026-001222,2010-AP-TRADE,OPS,Payment against INV-2026-001222,POSTED
LED-0001281,INV-2026-001503,V0056,Silverline Technologies Incorporated,2026-02-25,PAYMENT,6855.17,EUR,INV-2026-001503,2000-AP,IT,Payment against INV-2026-001503,POSTED
LED-0001597,INV-2026-001873,V0001,Unity Trading Limited,2026-02-25,PAYMENT,17707.29,USD,INV-2026-001873,2020-AP-SERVICES,OPS,Payment against INV-2026-001873,POSTED
LED-0001610,INV-2026-001889,V0014,Delta Foods Corporation,2026-02-25,PAYMENT,1733.02,USD,INV-2026-001889,2000-AP,FIN,Payment against INV-2026-001889,POSTED
LED-0001785,,V0061,Silverline Services Limited,2026-02-25,ACCRUAL,321604.34,LKR,JRN-001785,6100-SERVICES,FIN,Vendor balance adjustment,POSTED
LED-0000163,INV-2026-000191,V0052,Apex Consulting Incorporated,2026-02-26,PAYMENT,9611.79,USD,INV-2026-000191,2000-AP,HR,Payment against INV-2026-000191,POSTED
LED-0000230,INV-2026-000272,V0039,Zenith Consulting Incorporated,2026-02-26,PAYMENT,7049.71,USD,INV-2026-000272,2010-AP-TRADE,MKT,Payment against INV-2026-000272,POSTED
LED-0001141,INV-2026-001332,V0019,Titan Foods Incorporated,2026-02-26,PAYMENT,16795.15,EUR,INV-2026-001332,2020-AP-SERVICES,IT,Payment against INV-2026-001332,POSTED
LED-0001359,INV-2026-001590,V0063,Fusion Consulting Incorporated,2026-02-26,PAYMENT,10718.4,EUR,INV-2026-001590,2020-AP-SERVICES,MKT,Payment against INV-2026-001590,POSTED
LED-0001476,INV-2026-001728,V0015,Titan Consulting Limited,2026-02-26,PAYMENT,3155.76,USD,INV-2026-001728,2010-AP-TRADE,HR,Payment against INV-2026-001728,POSTED
LED-0001675,INV-2026-001965,V0051,Nova Systems Corporation,2026-02-26,PAYMENT,18865.47,GBP,INV-2026-001965,2020-AP-SERVICES,PROC,Payment against INV-2026-001965,POSTED
LED-0000292,INV-2026-000345,V0007,Quantum Technologies Incorporated,2026-02-27,PAYMENT,21440.14,USD,INV-2026-000345,2010-AP-TRADE,OPS,Payment against INV-2026-000345,POSTED
LED-0000412,INV-2026-000487,V0078,Northstar Packaging Corporation,2026-02-27,PAYMENT,14174.48,USD,INV-2026-000487,2010-AP-TRADE,IT,Payment against INV-2026-000487,POSTED
LED-0000454,INV-2026-000540,V0069,Keystone Technologies Incorporated,2026-02-27,PAYMENT,5457.41,USD,INV-2026-000540,2010-AP-TRADE,PROC,Payment against INV-2026-000540,POSTED
LED-0000504,INV-2026-000598,V0042,Evergreen Packaging Limited,2026-02-27,PAYMENT,2628.56,USD,INV-2026-000598,2010-AP-TRADE,LOG,Payment against INV-2026-000598,POSTED
LED-0001541,INV-2026-001807,V0064,Redwood Textiles Limited,2026-02-27,PAYMENT,161.49,USD,INV-2026-001807,2020-AP-SERVICES,OPS,Payment against INV-2026-001807,POSTED
LED-0001592,INV-2026-001866,V0060,Zenith Packaging Limited,2026-02-27,PAYMENT,1780649.96,LKR,INV-2026-001866,2000-AP,OPS,Payment against INV-2026-001866,POSTED
LED-0001639,INV-2026-001924,V0076,Royal Services Incorporated,2026-02-27,PAYMENT,4872.59,USD,INV-2026-001924,2000-AP,IT,Payment against INV-2026-001924,POSTED
LED-0001799,,V0043,Silverline Logistics Limited,2026-02-27,ACCRUAL,1377.69,GBP,JRN-001799,6200-ADMIN,IT,Prior-period correction,POSTED
LED-0000355,INV-2026-000416,V0053,Pioneer Trading Incorporated,2026-02-28,PAYMENT,4014.92,EUR,INV-2026-000416,2000-AP,HR,Payment against INV-2026-000416,POSTED
LED-0000502,INV-2026-000596,V0065,Pioneer Industries Incorporated,2026-02-28,PAYMENT,1393885.91,LKR,INV-2026-000596,2020-AP-SERVICES,HR,Payment against INV-2026-000596,POSTED
LED-0000831,INV-2026-000979,V0051,Nova Systems Corporation,2026-02-28,PAYMENT,18054.18,GBP,INV-2026-000979,2000-AP,HR,Payment against INV-2026-000979,POSTED
LED-0001165,INV-2026-001361,V0073,Crescent Logistics Corporation,2026-02-28,PAYMENT,3514.24,USD,INV-2026-001361,2020-AP-SERVICES,LOG,Payment against INV-2026-001361,POSTED
LED-0001436,INV-2026-001679,V0018,Royal Networks Incorporated,2026-02-28,PAYMENT,3974.27,EUR,INV-2026-001679,2000-AP,MKT,Payment against INV-2026-001679,POSTED
LED-0001596,INV-2026-001872,V0073,Crescent Logistics Corporation,2026-02-28,PAYMENT,5131.72,USD,INV-2026-001872,2010-AP-TRADE,HR,Payment against INV-2026-001872,POSTED
LED-0000106,INV-2026-000126,V0041,Metro Foods Limited,2026-03-01,PAYMENT,313447.38,LKR,INV-2026-000126,2010-AP-TRADE,PROC,Payment against INV-2026-000126,POSTED
LED-0000335,INV-2026-000396,V0038,Insight Services Limited,2026-03-01,PAYMENT,9987.53,EUR,INV-2026-000396,2000-AP,FIN,Payment against INV-2026-000396,POSTED
LED-0000337,INV-2026-000398,V0010,Silverline Systems Incorporated,2026-03-01,PAYMENT,5092.7,GBP,INV-2026-000398,2000-AP,IT,Payment against INV-2026-000398,POSTED
LED-0000597,INV-2026-000708,V0006,Crescent Industries Limited,2026-03-01,PAYMENT,15399.9,GBP,INV-2026-000708,2000-AP,HR,Payment against INV-2026-000708,POSTED
LED-0000762,INV-2026-000897,V0053,Pioneer Trading Incorporated,2026-03-01,PAYMENT,19227.13,EUR,INV-2026-000897,2000-AP,OPS,Payment against INV-2026-000897,POSTED
LED-0001091,INV-2026-001269,V0031,Pioneer Supplies Incorporated,2026-03-01,PAYMENT,19648.6,GBP,INV-2026-001269,2020-AP-SERVICES,LOG,Payment against INV-2026-001269,POSTED
LED-0001178,INV-2026-001377,V0073,Crescent Logistics Corporation,2026-03-01,PAYMENT,1246761.64,LKR,INV-2026-001377,2010-AP-TRADE,LOG,Payment against INV-2026-001377,POSTED
LED-0001263,INV-2026-001483,V0061,Silverline Services Limited,2026-03-01,PAYMENT,5074.71,EUR,INV-2026-001483,2010-AP-TRADE,FIN,Payment against INV-2026-001483,POSTED
LED-0000105,INV-2026-000125,V0054,Jade Industries Limited,2026-03-02,PAYMENT,8309.79,EUR,INV-2026-000125,2010-AP-TRADE,FIN,Payment against INV-2026-000125,POSTED
LED-0000622,INV-2026-000744,V0061,Silverline Services Limited,2026-03-02,PAYMENT,14691.19,EUR,INV-2026-000744,2000-AP,LOG,Payment against INV-2026-000744,POSTED
LED-0000932,INV-2026-001088,V0036,Unity Packaging Corporation,2026-03-02,PAYMENT,5541.15,GBP,INV-2026-001088,2000-AP,PROC,Payment against INV-2026-001088,POSTED
LED-0001152,INV-2026-001345,V0085,Royal Holdings Limited,2026-03-02,PAYMENT,8034.02,GBP,INV-2026-001345,2010-AP-TRADE,LOG,Payment against INV-2026-001345,POSTED
LED-0001223,INV-2026-001434,V0056,Silverline Technologies Incorporated,2026-03-02,PAYMENT,5732.85,EUR,INV-2026-001434,2000-AP,OPS,Payment against INV-2026-001434,POSTED
LED-0001349,INV-2026-001580,V0022,Crescent Supplies Limited,2026-03-02,PAYMENT,233.93,USD,INV-2026-001580,2020-AP-SERVICES,MKT,Payment against INV-2026-001580,POSTED
LED-0001452,INV-2026-001701,V0053,Pioneer Trading Incorporated,2026-03-02,PAYMENT,21193.36,EUR,INV-2026-001701,2020-AP-SERVICES,PROC,Payment against INV-2026-001701,POSTED
LED-0001546,INV-2026-001815,V0076,Royal Services Incorporated,2026-03-02,PAYMENT,19964.73,USD,INV-2026-001815,2010-AP-TRADE,OPS,Payment against INV-2026-001815,POSTED
LED-0000218,INV-2026-000256,V0011,Nova Engineering Corporation,2026-03-03,PAYMENT,6952.42,USD,INV-2026-000256,2010-AP-TRADE,HR,Payment against INV-2026-000256,POSTED
LED-0000341,INV-2026-000402,V0084,Harbor Industries Limited,2026-03-03,PAYMENT,13959.86,USD,INV-2026-000402,2000-AP,HR,Payment against INV-2026-000402,POSTED
LED-0000457,INV-2026-000543,V0071,Harbor Technologies Limited,2026-03-03,PAYMENT,3458.06,EUR,INV-2026-000543,2000-AP,OPS,Payment against INV-2026-000543,POSTED
LED-0000671,INV-2026-000798,V0019,Titan Foods Incorporated,2026-03-03,PAYMENT,21342.29,USD,INV-2026-000798,2020-AP-SERVICES,MKT,Payment against INV-2026-000798,POSTED
LED-0000835,INV-2026-000984,V0066,Jade Pharma Incorporated,2026-03-03,PAYMENT,11293.64,USD,INV-2026-000984,2010-AP-TRADE,HR,Payment against INV-2026-000984,POSTED
LED-0000897,INV-2026-001051,V0069,Keystone Technologies Incorporated,2026-03-03,PAYMENT,17964.33,GBP,INV-2026-001051,2000-AP,LOG,Payment against INV-2026-001051,POSTED
LED-0000975,INV-2026-001136,V0037,Seacrest Holdings Limited,2026-03-03,PAYMENT,17637.4,USD,INV-2026-001136,2000-AP,FIN,Payment against INV-2026-001136,POSTED
LED-0001077,INV-2026-001252,V0035,Global Engineering Limited,2026-03-03,PAYMENT,2220.8,EUR,INV-2026-001252,2000-AP,MKT,Payment against INV-2026-001252,POSTED
LED-0001401,INV-2026-001640,V0017,Delta Pharma Limited,2026-03-03,PAYMENT,3640.89,USD,INV-2026-001640,2000-AP,MKT,Payment against INV-2026-001640,POSTED
LED-0001502,INV-2026-001755,V0024,Unity Foods Limited,2026-03-03,PAYMENT,1607567.08,LKR,INV-2026-001755,2010-AP-TRADE,OPS,Payment against INV-2026-001755,POSTED
